#{"t_start": 1765675346.348061, "env_id": "None"}
r,l,t
17.697474,247,6667.858223
23.181982,376,6683.96053
85.07206,1001,6722.07339
19.892999,201,6730.404647
26.223118,432,6745.875777
88.120879,1001,6785.08932
34.03448,397,6801.858505
24.659249,344,6815.369668
26.676795,389,6830.443512
19.775948,252,6840.933767
69.687947,681,6866.758285
26.362059,426,6884.182543
18.483565,388,6898.770489
20.981078,214,6906.951064
43.812444,445,6925.425318
25.612315,428,6941.833863
39.932618,543,6964.19619
74.552761,890,6998.616988
92.657332,688,7023.433673
17.447431,160,7029.30242
21.71689,354,7044.654637
18.604775,197,7051.775342
19.603656,242,7060.904046
64.553378,813,7091.592238
29.516111,668,7117.809631
15.413946,155,7124.495828
22.751543,348,7138.56904
41.326524,447,7157.007974
17.594484,137,7162.555351
19.942209,249,7171.401959
23.474124,300,7182.423631
23.345045,360,7197.501121
43.814709,582,7218.502869
126.902571,1001,7257.460736
17.128012,184,7264.648376
19.012866,208,7274.701343
49.283228,614,7297.994211
91.925015,840,7330.309998
17.654407,224,7339.388817
133.740833,1001,7377.951156
96.083165,1001,7416.991532
52.085245,728,7445.979533
21.644803,245,7456.249902
17.009684,350,7469.446208
47.181555,670,7496.358035
103.481288,1001,7535.244268
18.56693,218,7544.556614
22.92847,379,7559.740448
18.583849,205,7568.611605
16.638777,180,7575.720779
16.723527,149,7581.312818
17.84965,191,7588.180554
64.550272,846,7622.019549
78.540232,875,7657.018456
18.902241,234,7667.370544
20.405884,206,7674.824619
18.93081,253,7685.846135
84.883871,727,7714.346903
67.710985,690,7741.682669
16.157942,180,7748.822482
20.513435,226,7758.528069
26.963478,512,7779.855185
19.821315,370,7794.391844
28.7657,374,7810.159305
17.177904,169,7816.371236
19.171391,187,7823.165584
17.595255,294,7835.039681
20.009159,234,7845.467991
19.69523,276,7856.227415
20.936231,271,7867.30775
94.254974,1001,7906.080226
41.346652,451,7924.434091
32.205537,381,7939.443147
100.612425,1001,7979.448124
17.702851,168,7986.078649
18.838503,182,7992.789774
72.499741,796,8025.30924
130.153265,1001,8062.953987
53.244109,705,8091.330307
17.997098,159,8098.414656
20.036404,425,8114.498766
84.301738,745,8143.801545
38.739101,414,8159.196015
20.783543,233,8170.054213
61.44802,591,8193.160353
20.697097,218,8201.235409
118.086405,1001,8243.362059
20.557443,217,8253.682069
29.436827,356,8268.370017
83.111109,1001,8307.052562
17.051283,185,8314.292846
95.658589,882,8349.027416
18.38084,146,8354.525412
19.516715,284,8365.085015
20.673842,198,8373.724689
16.867001,154,8380.436362
20.484536,228,8389.587678
68.263242,874,8423.374186
26.42313,357,8436.901784
18.271329,179,8444.429402
19.222844,402,8461.468055
25.711715,619,8483.797925
18.244917,169,8490.603382
92.640556,849,8523.023998
43.61985,532,8545.586155
83.356212,788,8576.473182
17.464505,205,8584.86123
19.099158,378,8599.692654
8.905863,250,8609.072178
21.766067,240,8620.151646
19.253191,279,8630.55659
33.961902,301,8642.208245
72.306894,838,8673.421065
88.776754,673,8699.599979
39.621156,754,8728.452571
20.691227,283,8740.920284
23.527484,304,8752.637035
18.497427,275,8762.821616
100.726496,1001,8801.578733
27.622874,295,8814.54879
52.330134,854,8845.902267
18.40731,191,8854.994679
36.399836,402,8870.72499
82.468453,671,8896.395291
67.245333,709,8922.228781
18.694619,191,8930.106226
21.314774,265,8942.122693
18.112042,164,8948.7008
125.671598,1001,8987.789261
28.278779,349,9001.028329
17.420117,138,9006.250128
90.926669,847,9038.991567
17.783862,188,9045.82636
17.209268,170,9053.56982
106.385471,1001,9090.342752
76.174391,708,9119.849237
134.724072,1001,9159.035901
43.76162,638,9184.059155
92.957803,1001,9223.135319
17.595449,213,9230.859021
56.164487,675,9258.318589
19.737815,213,9267.081015
19.921786,388,9281.683721
17.620259,222,9290.157413
124.784176,1001,9329.205096
53.949479,717,9357.997262
20.726538,254,9368.577316
21.616899,205,9378.088733
36.518757,410,9393.48419
20.240859,211,9401.094645
56.071172,534,9423.214931
18.646241,200,9430.476788
26.801006,253,9439.945981
22.591989,583,9463.647957
77.149188,1001,9502.071661
21.73764,210,9510.72732
25.703052,387,9525.318355
116.708109,1001,9563.241223
79.70087,786,9593.100105
37.3075,423,9608.796115
86.323571,892,9642.235639
17.977842,215,9652.908579
21.503012,296,9663.337218
27.676692,307,9675.127066
31.744104,295,9686.072604
23.119734,234,9696.886145
111.330437,1001,9734.67039
93.038024,1001,9772.81338
18.75157,185,9780.029747
34.080493,441,9797.352037
133.364784,1001,9834.960465
41.509686,532,9855.278337
97.90321,810,9885.459695
18.770674,234,9896.405244
46.276565,635,9920.7532
70.074872,735,9950.439969
72.133251,878,9983.479903
76.439388,1001,10021.096812
28.34725,413,10036.439362
82.062207,881,10072.171584
44.555504,456,10090.995978
24.653497,238,10100.037491
39.60305,353,10113.463399
36.398437,487,10132.816211
84.164031,780,10161.065119
19.571921,232,10170.82327
89.365761,884,10203.450537
18.120187,281,10215.345255
18.188254,334,10228.994594
37.504124,738,10258.338319
93.135498,775,10287.606517
134.451899,1001,10326.211785
138.815518,1001,10364.717354
17.551475,145,10370.048667
16.694361,146,10375.451876
29.57909,327,10387.864535
33.09112,340,10401.195726
17.571995,134,10408.184489
67.69201,752,10436.511461
25.99148,317,10449.679006
